2018-11-19 16:33:37,673 - StartUp.py - 8 : --------------------开始--------------------
2018-11-19 16:33:46,215 - pipelines.py - 126 : open_sina7x24_spider
2018-11-19 16:34:20,629 - MongoDBStudy.py - 36 : 数据库已存在！
2018-11-19 16:34:20,632 - MongoDBStudy.py - 51 : 集合已存在！
2018-11-19 16:34:20,650 - MongoDBStudy.py - 88 : 数据总量：264
2018-11-19 16:35:21,559 - MongoDBStudy.py - 90 : {'date': '2018-11-14 16:32:32', 'info': '俄罗斯能源部长：截至11月14日，俄罗斯11月石油产量环比约减少2万桶/日。不需要对一次性的市场波动作出剧烈反应。'}
2018-11-19 16:35:21,559 - MongoDBStudy.py - 90 : {'date': '2018-11-14 16:35:15', 'info': '【以岭药业：孙公司制剂产品获美国FDA批准文号】以岭药业11月14日晚间公告，公司收到美国FDA通知，公司旗下以岭万洲国际制药的全资子公司北京以岭生物工程技术有限公司，向美国FDA申报的“阿那曲唑片”新药简略申请已获得批准。阿那曲唑片适用于绝经后妇女晚期乳腺癌的治疗以及绝经后妇女激素受体阳性的早期乳腺癌辅助治疗。'}
2018-11-19 16:35:21,559 - MongoDBStudy.py - 90 : {'date': '2018-11-14 16:35:27', 'info': '【人民银行天津分行：货币政策工具定向投放支持民营小微企业】从中国人民银行天津分行了解到，截至11月9日，天津市支小再贷款余额31855万元，较上月增加30760万元，人民银行天津分行为天津市相关商业银行发放再贴现余额19.59亿元。（新华社）'}
2018-11-19 16:35:21,560 - MongoDBStudy.py - 90 : {'date': '2018-11-14 16:36:43', 'info': '【中国平安：前10月保费收入6100亿元】中国平安11月14日晚间公告，2018年1-10月，控股子公司平安财险、平安人寿、平安养老及平安健康原保险合同保费收入合计6100.22亿元，其中寿险业务原保险合同保费收入4089.62亿元。'}
2018-11-19 16:35:21,560 - MongoDBStudy.py - 90 : {'date': '2018-11-14 16:36:51', 'info': '新潮传媒融资共21亿元人民币，百度领投。'}
2018-11-19 16:35:21,560 - MongoDBStudy.py - 90 : {'date': '2018-11-14 16:37:29', 'info': '【麦迪科技股东义浩涌兴和鼎知资产拟合计减持不超12.18%股份】麦迪科技公告，合计持股12.1783%的公司股东义浩涌兴和鼎知资产为一致行动人，在未来6个月内，其拟以协议转让、大宗交易、集中竞价交易择机减持公司股份共计不超过9,820,000股，占公司总股本的12.1783%。'}
2018-11-19 16:35:21,560 - MongoDBStudy.py - 90 : {'date': '2018-11-14 16:37:56', 'info': '【东莞市：未来3年为全市企业提供金融支持超400亿元】11月14日上午，东莞市在市会议大厦举行《进一步扶持非公有制经济高质量发展的若干政策》新闻发布会。据悉，《若干政策》将促进企业加快转型类政策，全面提高企业的增值能力。经初步测算，2018—2020年3年间预计将为东莞市非公企业提供增值服务约500亿元。《若干政策》围绕企业反映强烈的市场订单减少、资金周转紧张、创新能力不足、人才支撑不足、企业传承不畅、涉企服务不力、营商环境不优等痛点、难点问题，强化问题导向，确保精准施策。比如，未来3年财政资金投入将超过100亿元扶持企业增强市场扩张能力、品牌拓展能力、人才集聚能力和科技创新能力，帮助企业加快成长转型。比如“2个100亿+3个50亿”的金融支持政策，未来3年将为全市企业带来超过400亿元的金融支持。（东莞日报）'}
2018-11-19 16:35:21,560 - MongoDBStudy.py - 90 : {'date': '2018-11-14 16:42:04', 'info': '【国资委：商业一类中央企业的混改比例已超过70%】国资委召开通气会表示，目前大多数国有企业已在资本层面实现混合，且充分竞争领域国有企业混合程度更高。在充分竞争领域，国有企业混合程度更高。国资委称，目前，商业一类中央企业的混改比例已超过70%，其中建筑、房地产、制造、通信、批发零售等5个行业混改户数占比分别达到了87%、80%、75%、74%和72%，中央企业四级及以下子企业超过85%实现了混改。开展混改的省属国有企业中，商业一类企业占比达到88%，二至四级企业占比超过90%。（一财）'}
2018-11-19 16:35:21,560 - MongoDBStudy.py - 90 : {'date': '2018-11-14 16:46:16', 'info': '中钢国际：子公司中钢设备拟以现金方式收购中钢安环院100%股权，中钢设备将成为其控股股东。'}
2018-11-19 16:35:21,560 - MongoDBStudy.py - 90 : {'date': '2018-11-14 16:47:06', 'info': '【莱克电气拟2000万美元投建越南建设生产基地】莱克电气公告，公司的全资子公司莱克电气绿能科技（苏州）有限公司计划以自有资金投资2000万美元在越南建设生产基地，本次在越南投资建设先进的环境清洁电器生产线，有利于扩大公司海外生产能力，充分开拓国际市场。'}
2018-11-19 16:35:21,561 - MongoDBStudy.py - 90 : {'date': '2018-11-14 16:47:12', 'info': '【康得新：拟5亿至15亿元回购股份】康得新11月14日晚间公告，公司拟回购股份，回购总金额不低于5亿元、不超过15亿元，回购价格不超过20元/股。回购的股份将作为公司用于转换上市公司后期实施股权激励计划或员工持股计划的股票来源。'}
2018-11-19 16:35:21,561 - MongoDBStudy.py - 90 : {'date': '2018-11-14 16:53:23', 'info': '【海源复材：控股股东质押的股份暂不存在平仓风险】海源复材11月14日晚间回复深交所称，经向控股股东海诚投资了解确认，海诚投资质押融资的主要用途为其自身资金需求。根据融资质押信息，质押的股份暂不存在平仓风险。如若后续出现公司股票持续下跌，海诚投资将通过补充质押、补充现金等措施防范触发平仓风险，以保证公司股权的稳定。'}
2018-11-19 16:35:21,561 - MongoDBStudy.py - 90 : {'date': '2018-11-14 16:54:53', 'info': '【成品油价或迎年内最大降幅 私家车加满一箱油将少花17元左右】我国将在11月16日24时迎来年内第22轮成品油调价时间窗口。由于近期国际油价持续低迷，我国成品油价格或迎来“二连跌”，每吨下调幅度预计在440元左右。若按家用汽车加满一箱油50升计算，车主可能将少花17元左右。业内预计，本轮下调幅度或超上一轮成为国内成品油价年内最大降幅。（新华社）'}
2018-11-19 16:35:21,561 - MongoDBStudy.py - 90 : {'date': '2018-11-14 16:59:37', 'info': '【中国铁建：中标53亿元工程项目】中国铁建11月14日晚间公告，公司下属中国铁建大桥工程局集团有限公司中标三洋铁路三禹段（洛宁-伊川与汝阳交界）建设项目施工总承包，工程总投资估算约53亿元，约占公司2017年营业收入的0.78%。'}
2018-11-19 16:35:21,561 - MongoDBStudy.py - 90 : {'date': '2018-11-14 17:00:53', 'info': '【科达股份：副总经理拟减持不超510万股】科达股份11月14日晚间公告，持股0.88%的公司副总经理李科计划15个交易日后的6个月内，减持不超过510.58万股，不超过公司总股本比例0.39%。'}
2018-11-19 16:35:21,562 - MongoDBStudy.py - 90 : {'date': '2018-11-14 17:01:28', 'info': 'IEA月报：维持2018年和2019年全球石油需求增长预估不变，分别为130万桶/日和140万桶/日；将2019年对OPEC原油需求预估调降30万桶/日至3130万桶/日，比当前产量低170万桶/日。将2018年和2019年非OPEC石油产量增长预估分别上调至240万桶/日和190万桶/日，之前预估为220万和180万桶。基于非OPEC产出和全球石油需求，预计2019年上半年全球隐含石油库存增加200万桶/日。预期美国今年石油供给增长210万桶/日，明年将增长130万桶/日。'}
2018-11-19 16:35:21,562 - MongoDBStudy.py - 90 : {'date': '2018-11-14 17:03:25', 'info': 'IEA月报：欢迎油市恢复过剩，这是保障而非威胁， 油价走低将抵消经济走软。'}
2018-11-19 16:35:21,562 - MongoDBStudy.py - 90 : {'date': '2018-11-14 17:04:24', 'info': '海泰发展（5天4板）再度提示风险：目前，公司主营业务收入和利润来源为贸易和房产租售，没有与创投相关的收入来源，也没有科技产业投资项目。'}
2018-11-19 16:35:21,562 - MongoDBStudy.py - 90 : {'date': '2018-11-14 17:04:57', 'info': '【安达维尔：监事会主席拟减持不超0.86%股权】安达维尔11月14日晚间公告，公司监事会主席刘浩东计划十五个交易日后的六个月内，减持不超过公司总股本0.86%的股权。截至目前，刘浩东持有公司3.45%股权。'}
2018-11-19 16:35:21,562 - MongoDBStudy.py - 90 : {'date': '2018-11-14 17:07:47', 'info': 'IEA月报：OPEC 10月份石油产量环比增加20万桶/日至3299万桶/日，同比增加24万桶/日。伊朗10月份石油装船量为180万桶/日，较5月份减少90万桶/日，仍不清楚出口量将下滑多少。'}
2018-11-19 16:35:21,562 - MongoDBStudy.py - 90 : {'date': '2018-11-14 17:08:17', 'info': '首商股份：二股东西友集团拟将公司20.03%股份无偿划转至大股东首旅集团，公司的控股股东仍为首旅集团。'}
2018-11-19 16:35:21,562 - MongoDBStudy.py - 90 : {'date': '2018-11-14 17:09:27', 'info': '【深圳原副市长张思平：粤港澳大湾区规划应更加开放】深圳原副市长张思平透露，曾参与《粤港澳大湾区发展规划纲要》意见征求，《纲要》应进一步提升开放水平。张思平认为，大湾区建设过程中，政治上应坚持“一国两制”，经济、生活方式应当形成共同体。大湾区应当借鉴香港自由贸易港经验，力争形成一流、开放的国际大湾区。'}
2018-11-19 16:35:21,563 - MongoDBStudy.py - 90 : {'date': '2018-11-14 17:10:47', 'info': '【工信部总经济师王新哲：推动新一代信息技术与制造业深度融合 促进实体经济高质量发展】今日，大数据和实体经济深度融合大会在南通召开。工信部总经济师王新哲表示，下一步，要突破关键核心技术，加快基础设施建设，持续推进“宽带中国”建设，加快IPv6规模部署，组织5G规模组网建设。实施工业互联网创新发展工程，加快数字产业化和产业数字化进程，推动数字经济发展。'}
2018-11-19 16:35:21,563 - MongoDBStudy.py - 90 : {'date': '2018-11-14 17:11:50', 'info': '【洪都航空：筹划资产置换 拟置入洪都集团防务产品业务及资产】洪都航空11月14日晚间公告，公司拟将部分零部件制造业务及资产与洪都集团相关防务产品业务及资产进行置换。洪都集团与公司系同一实际控制人控制下的关联方。经初步估算，本次交易预计不构成重大资产重组。'}
2018-11-19 16:35:21,563 - MongoDBStudy.py - 90 : {'date': '2018-11-14 17:12:56', 'info': '国发股份：拟以2100万收购北京香雅30%股权， 公司将持有北京香雅100%的股权。'}
2018-11-19 16:35:21,563 - MongoDBStudy.py - 90 : {'date': '2018-11-14 17:17:34', 'info': '【美克家居：已耗资1.68亿元回购2%股份】美克家居11月14日晚间公告，截至11月14日，公司次累计已回购股份数量为3593.66万股，占公司总股本的2.02%。成交均价为4.68元/股，累计支付的总金额为1.68亿元。'}
2018-11-19 16:35:21,563 - MongoDBStudy.py - 90 : {'date': '2018-11-14 17:18:43', 'info': '【*ST安泰：累计逾期的银行贷款本金余额为9.71亿元】*ST安泰11月14日晚间公告，近日，公司新增部分逾期债务，截至公告日，公司及控股子公司累计逾期的银行贷款本金余额为9.71亿元。随着公司生产经营好转，公司与相关债权银行正积极协商妥善的解决办法。'}
2018-11-19 16:35:21,563 - MongoDBStudy.py - 90 : {'date': '2018-11-14 17:20:31', 'info': '德国经济部长：三季度GDP数据并非是一个灾难，预计经济在第四季度恢复增长。'}
2018-11-19 16:35:21,563 - MongoDBStudy.py - 90 : {'date': '2018-11-14 17:21:00', 'info': '【上海申办奥运会可行性研究只是学术课题，委托单位或已明确】从上海体育局相关人士处获悉，上海体育局委托上海体育学院做申办2032夏季奥运会可行性研究分析的研究，64万元为招标和研究的预算。相关人士表示，这是为了响应上海政协提出的加快建设上海成为全球著名体育城市的号召而做的课题。上海体育局近期将作出进一步的官方回应。'}
2018-11-19 16:35:21,564 - MongoDBStudy.py - 90 : {'date': '2018-11-14 17:21:03', 'info': '【江南化工：孙公司拟3814万元投建现场混装炸药项目】江南化工11月14日晚间公告，控股孙公司向科池州公司出于战略发展考虑，拟投资3814.33万元在安徽省池州市贵池区牌楼镇建设年产5000吨现场混装多孔粒状铵油炸药项目。另外，向科池州公司拟出资1836万元收购安徽宏泰矿山建设工程有限公司51%的股权。'}
